"","Estimate","Est.Error","Q2.5","Q97.5","Treebank"
"lowerAsymptote_Intercept32",0.398992390069074,0.0116725410604692,0.3877418943671,0.408787766465424,"UD_Polish-LFG"
"growthRate_Intercept32",2.20652917449857,3.96840619150846,0.000579170296187588,9.63481399796106,"UD_Polish-LFG"
"delta_Intercept32",0.538376609681143,1.12067968553036,0.112110825802094,4.35814195481865,"UD_Polish-LFG"
"upperAsymptote_Intercept33",0.98426515382361,0.000308813431658985,0.983668156944744,0.984873221868649,"UD_Turkish-Tourism"
"lowerAsymptote_Intercept33",0.667121725346043,0.00282805482553798,0.661666313331618,0.672717366113939,"UD_Turkish-Tourism"
"growthRate_Intercept33",0.00124663412351779,3.51059866014062e-05,0.00117799121978533,0.00131554329128236,"UD_Turkish-Tourism"
"delta_Intercept33",0.416910805849063,0.00608001776554915,0.405084902082964,0.428891375631032,"UD_Turkish-Tourism"
"upperAsymptote_Intercept34",0.866506646242042,0.00427942394635639,0.858599739207156,0.875318270858563,"UD_Irish-TwittIrish"
"lowerAsymptote_Intercept34",0.321797391095121,0.00523289111351591,0.3113932812964,0.332146582880206,"UD_Irish-TwittIrish"
"growthRate_Intercept34",0.00098100666751228,3.68413193831867e-05,0.00090704936689476,0.00105350131933688,"UD_Irish-TwittIrish"
"delta_Intercept34",0.463574350448901,0.0132935312918154,0.437516501675432,0.489844750029419,"UD_Irish-TwittIrish"
"upperAsymptote_Intercept35",0.96172507460835,0.00707453931185245,0.949035196144028,0.966531412775277,"UD_Naija-NSC"
"lowerAsymptote_Intercept35",0.469172612349328,0.00777605664212631,0.461386439154307,0.485129747162331,"UD_Naija-NSC"
"growthRate_Intercept35",1.53982766531724,2.77709659318537,0.00158766960770512,6.50713384322677,"UD_Naija-NSC"
"delta_Intercept35",0.603883556081477,1.39720089635843,0.118462791967992,6.22742326489314,"UD_Naija-NSC"
"upperAsymptote_Intercept36",0.905964012146001,0.00299573398311684,0.90032131254424,0.912174039986801,"UD_Korean-GSD"
"lowerAsymptote_Intercept36",0.481422536681509,0.00406344851324391,0.473491361025197,0.489319637701861,"UD_Korean-GSD"
"growthRate_Intercept36",0.000143187430879897,4.08214629206395e-06,0.000135412311504178,0.000151192354395941,"UD_Korean-GSD"
"delta_Intercept36",0.512546649687386,0.0100812767674027,0.492742614161719,0.53221357806365,"UD_Korean-GSD"
"upperAsymptote_Intercept37",0.940891042155044,0.00472257511659473,0.931489946558867,0.944216062803598,"UD_Portuguese-CINTIL"
"lowerAsymptote_Intercept37",0.412431067196628,0.00970576351043225,0.403004127959032,0.432440960742877,"UD_Portuguese-CINTIL"
