"","Select_size.x","Select_size.predicted","Select_size.std.error","Select_size.conf.low","Select_size.conf.high","Select_size.group","upperAsymptote","lowerAsymptote","growthRate","delta","Growth_Rate","Treebank"
"33",10000,0.870920084647043,0.000409881026965947,0.870099048946248,0.871722238295595,"Select_size",0.939386459171137,0.455939373211918,0.000812632200270878,0.319960809917255,4.28116908064576e-06,"UD_Hebrew-HTB"
"34",15000,0.887157732802899,0.000368305167301582,0.88643170785068,0.887869854623837,"Select_size",0.939386459171137,0.455939373211918,0.000812632200270878,0.319960809917255,2.47858826121473e-06,"UD_Hebrew-HTB"
"35",20000,0.897238889768903,0.00032005547123851,0.896601545551711,0.897865818520714,"Select_size",0.939386459171137,0.455939373211918,0.000812632200270878,0.319960809917255,1.6445342269538e-06,"UD_Hebrew-HTB"
"36",25000,0.90419713590033,0.000280037706380957,0.90363820187103,0.904750335709749,"Select_size",0.939386459171137,0.455939373211918,0.000812632200270878,0.319960809917255,1.17952014319216e-06,"UD_Hebrew-HTB"
"37",30000,0.909317893670047,0.000253091661543362,0.908820343169852,0.909820531364419,"Select_size",0.939386459171137,0.455939373211918,0.000812632200270878,0.319960809917255,8.90190585586716e-07,"UD_Hebrew-HTB"
"38",35000,0.913252646790072,0.000233974212706074,0.912806227799272,0.913724041179887,"Select_size",0.939386459171137,0.455939373211918,0.000812632200270878,0.319960809917255,6.96547497379356e-07,"UD_Hebrew-HTB"
"39",40000,0.916376390007224,0.000224671581223543,0.915940059071984,0.916829808841695,"Select_size",0.939386459171137,0.455939373211918,0.000812632200270878,0.319960809917255,5.5999057389117e-07,"UD_Hebrew-HTB"
"40",45000,0.918912382775034,0.000228589891696484,0.918467829144856,0.919364690223482,"Select_size",0.939386459171137,0.455939373211918,0.000812632200270878,0.319960809917255,4.59818237503859e-07,"UD_Hebrew-HTB"
"41",50000,0.921015105073003,0.000242446247306563,0.920545183190468,0.921483730224543,"Select_size",0.939386459171137,0.455939373211918,0.000812632200270878,0.319960809917255,3.84032542892356e-07,"UD_Hebrew-HTB"
"42",55000,0.922786358907569,0.00026094128522251,0.922282123687294,0.923287621632771,"Select_size",0.939386459171137,0.455939373211918,0.000812632200270878,0.319960809917255,3.25253071517315e-07,"UD_Hebrew-HTB"
"43",60000,0.924291170338832,0.000283108742033257,0.923747538813511,0.924835261652132,"Select_size",0.939386459171137,0.455939373211918,0.000812632200270878,0.319960809917255,2.78719996890118e-07,"UD_Hebrew-HTB"
"44",65000,0.925588889411674,0.000304547634775809,0.925008995939358,0.926182042017452,"Select_size",0.939386459171137,0.455939373211918,0.000812632200270878,0.319960809917255,2.41243073396801e-07,"UD_Hebrew-HTB"
